account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,Phone Number,Probability_Churned (%),Risk Category
117,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,340-3182,24.12,Low Risk
137,0,0,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,350-4367,24.1,Low Risk
101,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,350-2832,24.08,Low Risk
113,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,403-9719,24.05,Low Risk
96,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,345-3734,24.02,Low Risk
108,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,365-8779,24.02,Low Risk
66,0,0,0,167.3,91,28.44,230.0,68,19.55,191.7,118,8.63,10.6,5,2.86,1,402-5155,23.94,Low Risk
104,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,366-3917,23.92,Low Risk
140,0,0,0,149.8,134,25.47,164.4,98,13.97,294.7,124,13.26,8.1,2,2.19,1,393-4086,23.91,Low Risk
100,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,397-6255,23.74,Low Risk
28,0,0,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,392-6856,23.69,Low Risk
136,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,416-5261,23.62,Low Risk
189,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,363-2407,23.62,Low Risk
90,0,0,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,400-8069,23.54,Low Risk
87,0,1,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,331-8484,23.45,Low Risk
84,0,1,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,403-5552,23.34,Low Risk
157,0,1,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,381-4756,23.28,Low Risk
120,0,0,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,413-5306,23.23,Low Risk
64,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,349-2157,23.07,Low Risk
92,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,336-9901,22.91,Low Risk
125,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1,365-3562,22.9,Low Risk
75,0,0,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,387-8201,22.86,Low Risk
71,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,376-7207,22.77,Low Risk
107,0,0,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,327-6087,22.73,Low Risk
107,0,1,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,344-9943,22.68,Low Risk
118,0,0,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,332-4289,22.67,Low Risk
74,0,0,0,162.7,102,27.66,292.0,105,24.82,183.3,80,8.25,8.7,6,2.35,0,335-9066,22.55,Low Risk
141,0,1,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,403-8904,22.5,Low Risk
66,0,0,0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,410-1190,22.48,Low Risk
149,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,408-4323,22.28,Low Risk
116,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,338-7527,22.27,Low Risk
132,0,0,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,350-9318,22.19,Low Risk
128,0,0,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,359-5890,22.0,Low Risk
68,0,1,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,360-7076,21.99,Low Risk
55,0,0,0,132.0,103,22.44,279.6,114,23.77,180.0,74,8.1,13.5,4,3.65,0,338-6556,21.96,Low Risk
145,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,412-1194,21.96,Low Risk
134,0,0,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,352-2998,21.94,Low Risk
65,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,336-7600,21.88,Low Risk
24,0,0,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,369-3626,21.83,Low Risk
43,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,358-3691,21.68,Low Risk
73,0,0,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0,328-1522,21.48,Low Risk
185,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,366-5699,21.33,Low Risk
124,0,0,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,386-8432,21.31,Low Risk
125,0,0,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,381-7597,21.19,Low Risk
88,0,0,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,344-6258,21.15,Low Risk
99,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,352-4401,21.12,Low Risk
155,0,0,0,203.4,100,34.58,190.9,104,16.23,196.0,119,8.82,8.9,4,2.4,0,334-1275,21.04,Low Risk
114,0,0,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,356-8982,21.04,Low Risk
58,0,0,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2,389-9120,21.01,Low Risk
224,0,0,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,360-8919,20.99,Low Risk
50,0,0,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,350-8921,20.91,Low Risk
72,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,368-5758,20.86,Low Risk
164,0,1,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,347-1263,20.86,Low Risk
70,0,0,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,345-8397,20.83,Low Risk
141,0,1,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,354-7718,20.83,Low Risk
117,0,0,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,363-4779,20.77,Low Risk
44,0,0,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,356-4146,20.57,Low Risk
82,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,353-5557,20.52,Low Risk
179,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,415-2393,20.35,Low Risk
31,0,1,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,401-7335,20.34,Low Risk
176,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,418-2402,20.28,Low Risk
137,0,0,0,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,0,358-1921,20.24,Low Risk
125,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,405-1821,20.23,Low Risk
71,0,0,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,355-1735,20.17,Low Risk
90,0,0,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,347-6164,20.08,Low Risk
94,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,355-6930,20.0,Low Risk
16,0,0,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,403-9417,19.98,Low Risk
32,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,422-5865,19.95,Low Risk
104,0,0,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,365-6022,19.92,Low Risk
35,0,0,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,337-1802,19.86,Low Risk
51,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,348-1359,19.71,Low Risk
100,0,1,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,364-2166,19.68,Low Risk
135,0,0,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,351-7807,19.68,Low Risk
153,0,0,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,394-9121,19.67,Low Risk
67,0,1,30,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,393-4843,19.61,Low Risk
161,0,0,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,378-8137,19.51,Low Risk
108,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,399-8615,19.47,Low Risk
102,0,0,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,345-9018,19.37,Low Risk
98,0,0,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11.0,9,2.97,0,338-7886,19.08,Low Risk
84,0,0,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,369-1220,19.08,Low Risk
137,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,382-1227,19.05,Low Risk
110,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,366-5780,19.04,Low Risk
185,0,0,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,417-5034,18.95,Low Risk
87,0,0,0,171.6,119,29.17,205.0,107,17.43,170.6,114,7.68,13.8,4,3.73,0,347-3958,18.94,Low Risk
148,0,0,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,394-3791,18.9,Low Risk
149,0,1,20,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,328-7209,18.86,Low Risk
93,0,0,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,371-2155,18.82,Low Risk
116,0,1,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,369-2214,18.82,Low Risk
86,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,383-4322,18.77,Low Risk
55,0,1,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,331-7342,18.77,Low Risk
42,0,0,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,364-6801,18.75,Low Risk
56,0,0,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,349-2654,18.72,Low Risk
147,0,0,0,155.1,117,26.37,239.7,93,20.37,208.8,133,9.4,10.6,4,2.86,0,396-5800,18.7,Low Risk
121,0,1,30,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,370-7574,18.29,Low Risk
107,0,1,26,161.6,123,27.47,195.5,103,16.62,254.4,103,11.45,13.7,3,3.7,1,371-7191,18.15,Low Risk
93,0,0,0,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,405-3533,18.11,Low Risk
167,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,335-5882,18.08,Low Risk
48,0,0,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,407-2718,18.0,Low Risk
58,0,1,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,359-2740,17.96,Low Risk
114,0,0,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,393-3274,17.92,Low Risk
95,0,0,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,366-7331,17.91,Low Risk
138,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,408-1340,17.88,Low Risk
104,0,0,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,389-7620,17.87,Low Risk
89,0,1,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,374-5224,17.86,Low Risk
15,0,0,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,417-9814,17.83,Low Risk
116,0,1,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,341-7279,17.82,Low Risk
40,0,1,41,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,352-8305,17.74,Low Risk
161,0,0,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,362-4685,17.62,Low Risk
85,0,0,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,380-3974,17.6,Low Risk
84,0,0,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,378-1303,17.41,Low Risk
75,0,0,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,379-7779,17.19,Low Risk
1,0,1,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,420-6780,17.15,Low Risk
74,0,0,0,187.7,127,31.91,163.4,148,13.89,196.0,94,8.82,9.1,5,2.46,0,344-9403,17.08,Low Risk
86,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,387-6498,16.98,Low Risk
124,0,0,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,396-6775,16.98,Low Risk
76,0,1,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,412-4185,16.98,Low Risk
64,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,394-2445,16.98,Low Risk
196,0,0,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,340-8291,16.96,Low Risk
87,0,1,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,330-1627,16.88,Low Risk
118,0,0,0,154.8,71,26.32,244.0,73,20.74,159.6,81,7.18,12.8,4,3.46,0,404-2877,16.85,Low Risk
79,0,1,31,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,12.2,8,3.29,3,391-7661,16.8,Low Risk
168,0,1,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,369-6204,16.76,Low Risk
58,0,1,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,387-9301,16.76,Low Risk
41,0,1,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,415-6110,16.7,Low Risk
128,0,1,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1,350-8680,16.64,Low Risk
96,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,341-4103,16.63,Low Risk
63,0,0,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,374-6217,16.62,Low Risk
56,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,408-4865,16.51,Low Risk
60,0,0,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,334-2729,16.5,Low Risk
141,0,0,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,364-5362,16.32,Low Risk
88,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,338-8050,16.24,Low Risk
88,0,0,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,352-5393,16.12,Low Risk
112,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,360-8135,16.08,Low Risk
108,0,0,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,330-5462,16.08,Low Risk
102,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,392-1734,16.05,Low Risk
13,0,0,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,334-6142,15.99,Low Risk
78,0,1,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,403-8915,15.91,Low Risk
121,0,0,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,348-8464,15.9,Low Risk
55,0,0,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,362-1146,15.89,Low Risk
125,0,0,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,410-3159,15.89,Low Risk
68,0,1,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,349-4762,15.87,Low Risk
118,0,0,0,113.0,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,422-2571,15.86,Low Risk
30,0,1,30,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,349-4703,15.83,Low Risk
42,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,337-7163,15.8,Low Risk
76,0,1,33,189.7,66,32.25,212.8,65,18.09,165.7,108,7.46,10.0,5,2.7,1,356-2992,15.78,Low Risk
34,0,1,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,372-4203,15.66,Low Risk
98,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,403-4917,15.65,Low Risk
120,0,0,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,421-3226,15.6,Low Risk
82,0,0,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,394-9220,15.59,Low Risk
73,0,0,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13.0,4,3.51,0,370-3450,15.53,Low Risk
81,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,375-3658,15.49,Low Risk
84,0,1,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,419-9713,15.43,Low Risk
143,0,0,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,393-5284,15.42,Low Risk
131,0,0,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,388-9944,15.39,Low Risk
71,0,0,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,409-7034,15.36,Low Risk
101,0,0,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,342-8702,15.34,Low Risk
134,0,0,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,382-9447,15.32,Low Risk
193,0,0,0,170.9,124,29.05,132.3,95,11.25,112.9,89,5.08,11.6,3,3.13,1,329-4391,15.26,Low Risk
3,0,1,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,401-6162,15.24,Low Risk
152,0,0,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,337-4403,15.17,Low Risk
101,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,332-9118,15.16,Low Risk
61,0,1,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,399-4094,15.14,Low Risk
131,0,0,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,416-8394,15.12,Low Risk
73,0,0,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,419-4894,15.07,Low Risk
83,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,338-4472,15.05,Low Risk
123,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,381-4562,14.96,Low Risk
21,0,0,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,332-5582,14.95,Low Risk
79,0,0,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,363-3515,14.93,Low Risk
39,0,0,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,364-8731,14.85,Low Risk
164,0,0,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,375-1746,14.82,Low Risk
162,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,340-1876,14.82,Low Risk
132,0,1,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,343-5372,14.67,Low Risk
156,0,0,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,364-6445,14.63,Low Risk
54,0,1,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,353-2450,14.62,Low Risk
7,0,1,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,10.8,12,2.92,1,355-8299,14.6,Low Risk
183,0,1,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,372-2990,14.51,Low Risk
61,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,335-9726,14.47,Low Risk
104,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,391-1793,14.47,Low Risk
38,0,0,0,131.2,98,22.3,162.9,97,13.85,159.0,106,7.15,8.2,6,2.21,2,359-4081,14.4,Low Risk
31,0,0,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,371-7917,14.38,Low Risk
114,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,386-3823,14.25,Low Risk
75,0,1,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,394-8504,14.15,Low Risk
3,0,1,27,67.4,116,11.46,244.0,78,20.74,281.1,93,12.65,11.4,2,3.08,2,344-2416,14.11,Low Risk
75,0,1,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,372-2296,13.99,Low Risk
62,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,409-2111,13.94,Low Risk
117,0,1,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,341-3663,13.91,Low Risk
121,0,1,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,338-1815,13.87,Low Risk
115,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,380-5102,13.78,Low Risk
93,0,1,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,408-5183,13.77,Low Risk
107,0,0,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,345-2476,13.71,Low Risk
105,0,1,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,354-4448,13.59,Low Risk
90,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,421-5994,13.58,Low Risk
106,0,0,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,330-4914,13.54,Low Risk
52,0,1,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,327-9289,13.5,Low Risk
52,0,1,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,412-9357,13.48,Low Risk
193,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,411-4714,13.4,Low Risk
119,0,0,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,368-6174,13.37,Low Risk
84,0,1,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,409-5749,13.34,Low Risk
76,0,1,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,366-9781,13.33,Low Risk
65,0,1,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,382-9138,13.32,Low Risk
86,0,0,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,387-2041,13.28,Low Risk
158,0,0,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,362-2314,13.15,Low Risk
86,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,385-3111,12.96,Low Risk
129,0,0,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,352-4534,12.95,Low Risk
109,0,0,0,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,414-7410,12.83,Low Risk
62,0,0,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,382-8274,12.83,Low Risk
91,0,0,0,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,337-6898,12.8,Low Risk
95,0,0,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,333-7225,12.79,Low Risk
121,0,1,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,346-6352,12.66,Low Risk
73,0,1,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,414-5786,12.65,Low Risk
79,0,0,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,383-8807,12.59,Low Risk
200,0,0,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1,408-2119,12.41,Low Risk
82,0,0,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,406-8037,12.37,Low Risk
